timestamp,temp_C,tensao_V,pressao_kPa,rpm_giro
2026-05-01 00:00:00,22.46,28.69,101.52,5019.0
2026-05-01 00:00:01,20.44,27.39,100.42,5005.0
2026-05-01 00:00:02,23.13,28.35,102.27,4993.0
2026-05-01 00:00:03,23.41,27.87,100.37,5079.0
2026-05-01 00:00:04,19.07,27.98,100.36,4969.0
2026-05-01 00:00:05,20.05,27.58,101.54,5103.0
2026-05-01 00:00:06,22.19,27.87,101.76,4989.0
2026-05-01 00:00:07,21.53,28.52,101.45,4936.0
2026-05-01 00:00:08,21.97,28.23,99.31,5003.0
2026-05-01 00:00:09,20.72,28.69,101.54,4946.0
2026-05-01 00:00:10,23.32,28.47,99.97,4962.0
2026-05-01 00:00:11,23.17,28.18,101.24,5020.0
2026-05-01 00:00:12,22.1,28.7,99.58,5028.0
2026-05-01 00:00:13,23.69,28.18,101.45,4969.0
2026-05-01 00:00:14,22.7,28.33,100.19,5049.0
2026-05-01 00:00:15,20.71,27.88,99.72,5058.0
2026-05-01 00:00:16,22.55,28.03,101.71,5072.0
2026-05-01 00:00:17,20.56,27.72,101.24,5026.0
2026-05-01 00:00:18,23.32,28.4,100.39,5068.0
2026-05-01 00:00:19,21.93,27.53,102.45,4906.0
2026-05-01 00:00:20,21.72,28.31,100.56,4984.0
2026-05-01 00:00:21,20.98,27.92,101.03,4957.0
2026-05-01 00:00:22,23.83,28.47,101.27,5006.0
2026-05-01 00:00:23,21.77,28.3,100.38,4971.0
2026-05-01 00:00:24,21.36,28.73,101.47,4992.0
2026-05-01 00:00:25,21.47,28.29,100.47,5094.0
2026-05-01 00:00:26,22.8,27.37,100.59,4992.0
2026-05-01 00:00:27,22.55,27.97,102.36,5021.0
2026-05-01 00:00:28,22.62,27.53,99.96,4988.0
2026-05-01 00:00:29,22.65,27.79,98.59,5004.0
2026-05-01 00:00:30,25.21,28.6,102.61,5000.0
2026-05-01 00:00:31,21.39,28.26,103.55,5022.0
2026-05-01 00:00:32,21.23,27.72,100.59,5058.0
2026-05-01 00:00:33,20.78,27.59,99.06,5082.0
2026-05-01 00:00:34,22.92,28.01,100.69,5015.0
2026-05-01 00:00:35,23.69,27.51,100.71,5029.0
2026-05-01 00:00:36,21.83,27.73,100.81,4942.0
2026-05-01 00:00:37,20.74,28.12,99.89,4996.0
2026-05-01 00:00:38,20.76,28.46,101.58,5047.0
2026-05-01 00:00:39,22.98,28.24,101.52,5043.0
2026-05-01 00:00:40,23.11,27.08,99.51,5011.0
2026-05-01 00:00:41,22.81,28.12,101.7,5044.0
2026-05-01 00:00:42,21.0,28.03,103.05,5025.0
2026-05-01 00:00:43,22.35,28.17,101.17,5060.0
2026-05-01 00:00:44,22.18,28.65,100.66,5014.0
2026-05-01 00:00:45,22.33,27.17,100.86,4982.0
2026-05-01 00:00:46,23.31,27.76,101.62,5017.0
2026-05-01 00:00:47,22.34,28.24,99.27,4853.0
2026-05-01 00:00:48,23.02,27.37,101.16,5019.0
2026-05-01 00:00:49,22.1,28.59,100.61,4818.0
2026-05-01 00:00:50,22.43,28.15,102.85,4914.0
2026-05-01 00:00:51,22.95,28.34,100.83,5023.0
2026-05-01 00:00:52,19.81,27.77,102.67,5024.0
2026-05-01 00:00:53,21.52,28.33,99.9,4942.0
2026-05-01 00:00:54,21.29,28.43,101.59,4964.0
2026-05-01 00:00:55,21.04,28.09,101.32,5069.0
2026-05-01 00:00:56,21.59,28.09,100.13,4976.0
2026-05-01 00:00:57,24.24,28.11,101.18,5112.0
2026-05-01 00:00:58,20.7,27.65,102.21,5000.0
2026-05-01 00:00:59,23.45,27.94,100.68,5020.0
2026-05-01 00:01:00,19.48,27.94,99.31,5081.0
2026-05-01 00:01:01,21.5,28.15,100.98,5007.0
2026-05-01 00:01:02,22.24,28.4,100.1,4950.0
2026-05-01 00:01:03,22.88,27.58,100.66,4995.0
2026-05-01 00:01:04,23.07,27.95,100.92,4998.0
2026-05-01 00:01:05,23.19,28.59,99.29,4932.0
2026-05-01 00:01:06,21.48,27.7,99.38,4987.0
2026-05-01 00:01:07,21.31,27.67,101.48,4963.0
2026-05-01 00:01:08,23.29,28.08,100.48,5046.0
2026-05-01 00:01:09,21.71,28.34,98.44,5002.0
2026-05-01 00:01:10,20.09,28.0,101.78,4986.0
2026-05-01 00:01:11,20.3,28.53,101.27,4995.0
2026-05-01 00:01:12,20.62,28.34,100.29,5011.0
2026-05-01 00:01:13,22.75,28.34,99.68,5031.0
2026-05-01 00:01:14,22.21,28.22,101.84,4950.0
2026-05-01 00:01:15,23.04,28.93,101.35,4948.0
2026-05-01 00:01:16,21.36,27.92,103.38,5055.0
2026-05-01 00:01:17,22.24,27.2,101.42,4979.0
2026-05-01 00:01:18,22.94,28.64,101.39,4929.0
2026-05-01 00:01:19,21.54,27.82,100.83,5022.0
2026-05-01 00:01:20,22.69,28.04,101.82,5023.0
2026-05-01 00:01:21,21.01,28.52,101.63,4923.0
2026-05-01 00:01:22,21.46,27.36,102.25,5011.0
2026-05-01 00:01:23,21.43,27.5,100.48,5037.0
2026-05-01 00:01:24,20.21,27.36,100.56,5019.0
2026-05-01 00:01:25,22.73,27.68,100.52,5032.0
2026-05-01 00:01:26,21.3,28.18,101.79,4930.0
2026-05-01 00:01:27,22.02,28.21,102.5,5017.0
2026-05-01 00:01:28,22.72,28.11,100.54,4985.0
2026-05-01 00:01:29,22.67,27.43,100.58,4976.0
2026-05-01 00:01:30,23.0,27.08,101.31,5044.0
2026-05-01 00:01:31,21.85,28.02,100.75,5074.0
2026-05-01 00:01:32,21.37,27.81,101.95,5090.0
2026-05-01 00:01:33,21.88,28.18,98.75,5066.0
2026-05-01 00:01:34,19.47,28.28,100.17,4995.0
2026-05-01 00:01:35,19.83,28.06,100.22,5018.0
2026-05-01 00:01:36,20.02,28.3,98.68,5038.0
2026-05-01 00:01:37,20.5,28.09,100.04,5006.0
2026-05-01 00:01:38,22.6,28.21,100.08,5007.0
2026-05-01 00:01:39,20.64,27.72,100.8,5041.0
2026-05-01 00:01:40,21.43,27.93,102.11,4997.0
2026-05-01 00:01:41,23.95,28.08,100.75,4964.0
2026-05-01 00:01:42,21.47,28.33,99.97,4979.0
2026-05-01 00:01:43,23.11,27.84,100.94,5032.0
2026-05-01 00:01:44,20.6,28.21,102.05,5000.0
2026-05-01 00:01:45,21.69,27.89,100.02,5017.0
2026-05-01 00:01:46,20.57,27.95,100.09,5034.0
2026-05-01 00:01:47,21.49,28.33,101.56,4981.0
2026-05-01 00:01:48,23.26,27.2,100.78,5038.0
2026-05-01 00:01:49,19.41,27.48,101.65,5019.0
2026-05-01 00:01:50,22.65,27.41,100.99,4938.0
2026-05-01 00:01:51,22.36,27.07,101.7,5072.0
2026-05-01 00:01:52,21.11,27.73,99.96,4975.0
2026-05-01 00:01:53,19.83,28.3,100.99,4917.0
2026-05-01 00:01:54,22.11,27.89,100.79,4948.0
2026-05-01 00:01:55,21.21,28.08,99.78,4949.0
2026-05-01 00:01:56,22.35,28.44,99.44,5003.0
2026-05-01 00:01:57,22.03,28.53,101.69,4986.0
2026-05-01 00:01:58,24.4,27.97,100.65,4983.0
2026-05-01 00:01:59,21.64,28.54,99.98,5031.0
2026-05-01 00:02:00,20.46,28.04,100.9,5017.0
2026-05-01 00:02:01,22.27,27.67,102.13,5016.0
2026-05-01 00:02:02,22.33,27.76,98.72,5020.0
2026-05-01 00:02:03,24.04,27.41,99.5,5031.0
2026-05-01 00:02:04,23.25,27.64,100.08,4895.0
2026-05-01 00:02:05,22.54,27.86,102.46,4982.0
2026-05-01 00:02:06,24.19,28.32,101.28,4891.0
2026-05-01 00:02:07,20.22,28.69,101.77,5002.0
2026-05-01 00:02:08,21.04,27.45,99.86,5000.0
2026-05-01 00:02:09,20.61,28.16,99.88,5052.0
2026-05-01 00:02:10,21.42,27.58,101.45,5059.0
2026-05-01 00:02:11,19.93,28.19,101.06,5010.0
2026-05-01 00:02:12,22.95,27.95,101.55,4975.0
2026-05-01 00:02:13,21.67,27.27,100.81,5024.0
2026-05-01 00:02:14,19.79,28.37,101.28,4974.0
2026-05-01 00:02:15,20.48,27.76,101.16,5000.0
